"wage","educ","exper","race","smsa","ne","mw","so","we","pt"
1020.89,16,20,0,1,0,1,0,0,0
474.83,18,6,0,1,0,0,0,1,0
664.77,13,32,0,1,0,1,0,0,0
359.26,12,11,0,1,1,0,0,0,0
610.16,12,25,0,1,0,1,0,0,0
230.29,14,25,0,0,0,1,0,0,1
427.35,13,13,0,1,0,0,1,0,0
830.96,16,8,0,1,1,0,0,0,0
329.22,12,8,0,0,0,0,1,0,0
806.27,12,26,0,1,0,0,0,1,0
377.91,16,23,0,1,1,0,0,0,0
284.9,10,12,1,1,0,0,1,0,0
339.51,15,2,0,1,1,0,0,0,0
142.11,15,44,0,0,0,0,1,0,1
569.8,8,38,0,1,1,0,0,0,0
156.89,13,-1,0,1,1,0,0,0,1
776.09,14,11,0,1,1,0,0,0,0
1044.63,18,28,0,1,1,0,0,0,0
688.51,11,26,1,1,0,0,1,0,0
2374.15,16,20,0,1,0,0,0,1,0
195.47,16,0,0,0,0,0,1,0,0
123.46,10,7,0,1,1,0,0,0,1
308.64,14,17,0,1,0,0,1,0,0
593.54,13,26,0,1,0,1,0,0,0
641.03,12,34,0,1,0,1,0,0,0
356.13,17,4,0,1,0,0,1,0,1
356.13,16,3,0,1,1,0,0,0,1
443.97,9,26,0,0,0,0,1,0,0
474.83,12,14,0,0,0,1,0,0,0
308.64,8,24,1,1,1,0,0,0,0
353.75,8,24,0,1,1,0,0,0,0
676.07,7,43,0,1,0,0,1,0,0
438.4,14,10,0,1,0,0,1,0,0
902.18,14,23,0,1,0,0,1,0,0
498.58,12,26,0,1,0,0,0,1,0
1044.63,12,15,0,0,0,0,1,0,0
299.15,16,11,0,1,0,0,0,1,0
712.25,18,5,0,1,1,0,0,0,0
165.43,12,5,0,0,0,0,0,1,0
108.02,9,3,1,1,1,0,0,0,1
176.92,13,18,0,0,0,0,0,1,0
949.67,16,25,0,1,0,0,1,0,0
1661.92,18,18,0,1,1,0,0,0,0
667.14,17,11,0,0,0,1,0,0,0
1068.38,17,18,0,1,0,1,0,0,0
1329.53,18,13,0,1,0,0,1,0,0
152.09,12,11,0,0,0,0,1,0,0
783.48,18,10,0,0,0,1,0,0,0
885.38,18,28,0,1,0,0,1,0,0
847.25,9,27,0,1,0,0,0,1,0
617.28,10,44,0,1,1,0,0,0,0
308.95,13,33,0,1,1,0,0,0,0
159.1,0,27,0,0,0,0,0,1,0
1377.02,18,32,0,1,0,0,1,0,0
878.44,12,42,0,1,0,1,0,0,0
246.91,13,37,0,1,1,0,0,0,1
1068.38,16,20,0,1,1,0,0,0,0
257,17,-1,0,1,0,0,1,0,1
997.15,12,20,0,1,0,1,0,0,0
346.63,15,10,0,1,1,0,0,0,0
699.26,12,37,0,0,0,1,0,0,0
973.41,15,14,0,0,0,0,0,1,0
274.35,12,0,0,1,1,0,0,0,0
1187.08,18,32,0,1,0,1,0,0,0
189.93,0,54,0,1,0,0,0,1,0
222.22,10,13,1,0,0,0,1,0,0
452.97,12,10,0,1,0,1,0,0,0
878.44,12,21,1,1,0,1,0,0,0
712.25,18,4,0,0,0,1,0,0,0
625.66,16,14,1,1,0,0,1,0,0
593.54,14,22,1,1,0,1,0,0,0
557.93,14,6,0,1,0,0,1,0,0
341.17,12,9,0,0,0,1,0,0,0
854.7,12,25,0,1,0,0,0,1,0
712.25,15,39,0,1,1,0,0,0,0
272.11,10,19,0,1,0,0,0,1,0
783.48,12,40,1,1,0,0,1,0,0
418.8,18,26,0,0,0,0,1,0,0
370.37,13,23,0,1,0,0,0,1,0
308.64,12,24,1,0,0,0,1,0,0
664.77,12,13,0,1,0,0,1,0,0
237.42,11,18,1,0,0,0,1,0,0
245.27,12,45,0,1,0,1,0,0,1
347.22,14,35,0,1,0,0,1,0,0
586.42,12,12,0,1,0,1,0,0,0
195.47,12,12,0,1,0,1,0,0,0
973.41,12,34,0,1,0,1,0,0,0
197.53,13,16,1,1,1,0,0,0,0
493.83,14,3,0,1,1,0,0,0,0
593.54,16,3,0,1,1,0,0,0,0
944.28,12,20,0,1,0,0,0,1,0
902.18,16,18,0,0,0,1,0,0,0
474.83,12,10,0,1,1,0,0,0,0
237.42,12,16,0,1,1,0,0,0,0
481.96,18,24,0,1,1,0,0,0,0
688.51,16,9,0,1,1,0,0,0,0
123.46,12,8,0,1,0,0,0,1,0
403.61,12,4,0,1,0,1,0,0,0
474.83,9,14,0,1,0,0,0,1,0
474.83,12,37,0,0,0,0,1,0,0
2314.81,18,29,0,1,0,0,0,1,0
586.42,12,11,0,1,0,0,0,1,0
427.35,13,29,0,1,0,0,0,1,0
238.68,16,-1,0,1,0,1,0,0,0
949.67,17,12,0,1,1,0,0,0,0
1661.92,18,39,0,1,0,0,0,1,0
284.9,12,14,0,0,0,0,1,0,0
688.51,15,15,0,1,0,0,1,0,0
284.9,12,8,0,1,1,0,0,0,0
522.32,14,17,0,1,0,1,0,0,0
370.37,2,41,0,1,0,1,0,0,0
231.48,12,46,0,1,1,0,0,0,0
469.14,12,36,0,1,0,1,0,0,0
379.87,12,43,0,1,0,0,1,0,0
1579.1,18,23,0,1,1,0,0,0,0
593.54,12,15,0,0,0,0,1,0,0
2374.15,18,8,0,1,1,0,0,0,0
783.48,8,44,0,1,0,1,0,0,0
962.96,12,31,0,0,0,0,0,1,0
246.91,10,11,0,1,1,0,0,0,0
522.32,12,28,1,1,0,0,1,0,0
300.59,18,7,0,1,0,0,1,0,0
356.13,11,33,0,1,0,0,1,0,0
770.09,16,28,0,1,0,1,0,0,0
241.66,12,15,0,1,1,0,0,0,0
1187.08,18,9,0,1,0,0,1,0,0
867.59,13,19,0,1,0,1,0,0,0
277.62,18,33,0,1,1,0,0,0,1
274.69,17,7,0,1,1,0,0,0,0
949.67,16,24,0,1,1,0,0,0,0
65.1,18,30,0,1,0,1,0,0,1
451.09,12,13,0,1,0,1,0,0,0
427.99,12,9,0,1,1,0,0,0,0
771.6,16,45,0,1,1,0,0,0,1
830.96,15,11,0,1,1,0,0,0,0
461.35,12,12,0,1,0,0,1,0,0
664.77,12,21,0,0,0,1,0,0,0
211.59,11,9,0,0,0,1,0,0,0
617.28,17,3,0,1,0,0,1,0,0
1529.79,14,46,0,0,0,0,0,1,0
973.41,12,31,0,1,0,0,1,0,0
546.06,16,35,0,1,0,0,1,0,0
2018.04,16,35,0,1,0,1,0,0,0
332.38,14,12,0,1,0,0,0,1,0
1115.86,12,6,0,1,0,1,0,0,0
54.61,13,0,0,0,1,0,0,0,1
712.25,18,17,0,1,0,1,0,0,0
1163.34,14,30,0,1,0,0,0,1,0
462.96,12,30,0,1,1,0,0,0,0
106.08,14,0,0,0,0,0,1,0,1
118.71,16,6,0,1,1,0,0,0,0
593.4,12,23,0,1,0,1,0,0,0
474.83,12,0,0,1,1,0,0,0,0
206.87,12,10,0,0,0,1,0,0,0
548.88,14,32,0,1,0,0,1,0,0
202.78,12,1,0,1,0,0,1,0,0
1329.53,18,9,0,1,0,0,0,1,0
284.9,12,3,0,0,0,1,0,0,0
561.17,12,3,0,1,1,0,0,0,0
174.9,14,0,0,0,0,1,0,0,1
427.35,15,3,1,1,1,0,0,0,0
1210.83,18,13,0,1,1,0,0,0,0
712.25,16,18,0,1,0,0,1,0,0
308.64,9,45,0,0,0,0,1,0,0
165.43,12,0,0,0,0,0,0,1,0
593.54,18,1,0,0,0,1,0,0,0
370.37,16,26,1,1,1,0,0,0,0
98.77,8,40,0,1,1,0,0,0,0
824.28,15,11,0,1,1,0,0,0,0
949.67,12,38,0,0,1,0,0,0,0
451.09,11,23,0,0,0,0,0,1,0
712.25,18,3,0,1,0,1,0,0,0
807.22,16,41,0,1,1,0,0,0,0
130.1,14,20,0,1,1,0,0,0,1
379.87,12,9,0,0,1,0,0,0,0
1377.02,16,37,0,1,0,1,0,0,0
284.9,14,2,0,0,0,0,1,0,0
522.32,12,14,0,1,0,1,0,0,0
462.96,12,1,0,1,0,0,1,0,0
949.67,11,45,0,1,1,0,0,0,0
199.43,16,47,0,1,0,0,1,0,1
832.72,18,25,0,1,0,0,1,0,0
1746.03,12,14,0,1,0,0,0,1,1
949.67,16,15,0,1,0,0,1,0,0
641.03,13,12,0,1,0,0,0,1,0
320.51,12,39,0,1,1,0,0,0,0
254.18,9,15,0,0,0,0,1,0,0
1851.85,17,14,0,1,1,0,0,0,0
712.25,18,44,0,1,1,0,0,0,0
712.25,11,36,0,1,0,0,1,0,0
474.83,18,0,0,0,1,0,0,0,0
759.73,12,23,0,1,0,0,0,1,0
949.67,9,40,0,1,0,0,1,0,0
266.17,12,4,0,0,1,0,0,0,0
270.06,16,2,0,1,0,0,1,0,0
154.32,11,10,0,1,0,0,0,1,0
591.14,14,11,0,1,0,1,0,0,0
759.73,12,42,0,0,1,0,0,0,0
687.56,15,46,0,1,0,0,1,0,0
451.09,15,4,0,0,0,0,1,0,0
221.5,12,6,0,0,0,0,0,1,0
807.22,16,3,0,1,0,0,0,1,0
522.32,16,15,0,1,0,1,0,0,0
1115.86,15,18,1,1,0,0,1,0,0
593.54,13,24,0,1,0,0,1,0,0
61.73,12,47,0,1,1,0,0,0,1
1424.5,16,7,0,1,0,0,0,1,0
379.87,13,5,0,1,0,1,0,0,0
697.8,12,33,0,1,0,0,1,0,0
2374.15,12,23,0,1,0,0,1,0,0
617.28,9,33,0,1,1,0,0,0,0
712.25,14,10,0,1,0,0,1,0,0
712.25,12,21,1,1,0,0,0,1,0
226.27,16,37,0,1,0,0,0,1,1
244.44,12,2,0,0,0,0,1,0,0
645.77,14,39,1,1,0,0,1,0,1
284.9,12,7,0,0,0,1,0,0,0
379.87,12,6,0,1,0,0,1,0,0
474.83,16,34,0,1,1,0,0,0,0
498.58,12,15,0,1,0,1,0,0,0
474.83,12,26,0,1,1,0,0,0,0
712.25,16,9,1,0,0,0,1,0,0
664.77,12,36,0,1,0,1,0,0,0
569.8,12,33,0,0,0,0,0,1,0
99.72,12,47,0,0,0,0,1,0,1
586.42,9,21,0,1,1,0,0,0,0
712.25,12,38,0,0,0,0,1,0,0
474.83,12,7,0,1,0,0,0,1,0
363.25,12,5,0,1,1,0,0,0,0
593.54,12,18,0,1,0,0,0,1,0
1346.15,18,34,0,1,0,0,1,0,0
712.25,13,17,0,0,0,1,0,0,0
142.45,16,-1,0,0,0,0,0,1,1
415.48,12,11,0,1,0,0,0,1,0
400.26,0,52,0,1,0,0,1,0,0
522.32,16,5,0,1,1,0,0,0,0
284.9,12,2,0,1,0,1,0,0,0
569.8,16,4,0,1,0,0,1,0,0
569.8,13,17,0,1,0,1,0,0,0
165.43,12,9,0,1,0,1,0,0,0
246.91,16,0,0,0,0,0,1,0,1
166.19,12,17,0,1,0,0,1,0,0
514.4,10,13,0,1,0,0,1,0,0
391.74,14,33,0,1,0,0,0,1,0
965.5,10,29,0,0,0,1,0,0,0
688.51,18,-1,0,1,0,0,1,0,0
167.76,12,5,0,1,0,1,0,0,0
246.91,6,37,0,1,0,0,0,1,0
471.88,16,10,1,1,0,0,0,1,0
474.83,12,14,0,0,1,0,0,0,0
665.95,7,28,0,0,0,0,1,0,0
356.13,11,32,0,0,0,1,0,0,0
902.18,9,40,0,1,1,0,0,0,0
356.13,12,5,0,1,1,0,0,0,0
396.49,12,14,0,1,0,1,0,0,0
237.04,13,42,0,0,0,0,0,1,0
513.46,12,12,0,0,1,0,0,0,0
81.93,14,-1,0,1,1,0,0,0,1
1020.89,14,16,0,1,0,1,0,0,0
409.77,14,4,0,0,0,0,0,1,0
617.28,14,28,0,0,0,0,0,1,0
546.06,14,3,0,0,1,0,0,0,0
404.28,12,8,0,0,0,0,0,1,0
516.55,12,9,0,0,1,0,0,0,0
830.96,16,25,0,1,0,0,1,0,0
403.61,13,5,0,1,0,0,0,1,0
456.25,14,22,1,1,0,0,1,0,0
617.28,8,45,0,1,0,0,0,1,0
284.9,16,29,0,0,0,0,1,0,0
189.93,4,25,0,1,0,0,0,1,0
664.77,14,23,0,1,0,0,1,0,0
200,16,-1,0,1,0,0,1,0,0
355.13,12,25,0,0,0,0,1,0,0
617.28,18,22,0,1,0,0,1,0,0
759.73,16,13,0,1,0,1,0,0,0
1234.57,16,18,0,1,0,0,1,0,0
830.96,12,11,0,1,0,1,0,0,0
1305.79,13,22,0,0,0,1,0,0,0
641.98,10,23,0,1,0,0,1,0,0
498.58,12,19,0,1,1,0,0,0,0
233.2,18,5,0,1,0,1,0,0,1
679.01,18,20,0,0,0,1,0,0,0
332.38,14,38,0,1,0,0,0,1,0
878.44,14,27,0,1,1,0,0,0,0
664.77,16,27,1,1,0,0,1,0,0
593.54,12,27,0,1,1,0,0,0,0
629.15,14,9,0,0,0,0,0,1,0
237.42,12,11,0,0,0,0,1,0,1
1163.34,13,13,0,1,0,1,0,0,0
106.84,12,1,1,1,1,0,0,0,0
403.61,12,35,0,1,1,0,0,0,0
664.77,16,8,0,1,0,0,1,0,0
617.28,12,17,0,1,0,1,0,0,0
554.04,12,35,0,1,0,0,0,1,0
593.54,8,38,0,1,0,1,0,0,0
403.61,13,12,0,1,1,0,0,0,0
1234.57,13,14,0,1,0,1,0,0,0
1092.12,16,18,0,1,1,0,0,0,0
2374.15,18,33,0,1,0,0,0,1,0
593.54,12,10,1,1,0,1,0,0,0
512.46,12,14,0,0,0,0,0,1,0
411.52,16,7,0,1,0,0,1,0,0
584.05,12,14,0,1,1,0,0,0,0
403.61,18,17,0,1,0,0,0,1,0
237.42,14,48,0,1,0,1,0,0,0
949.67,13,15,0,1,0,1,0,0,0
177.78,11,3,0,0,0,0,1,0,0
284.9,12,24,0,0,0,0,0,1,0
204.18,11,9,0,0,0,0,0,1,1
809.59,16,15,0,0,0,0,0,1,0
394.11,9,42,0,1,0,1,0,0,0
569.8,10,22,1,1,0,0,1,0,0
403.61,13,8,0,1,0,1,0,0,0
216.76,12,4,0,0,0,0,1,0,0
287.16,16,9,0,1,0,0,0,1,1
676.64,12,11,0,1,0,0,1,0,0
1187.08,17,25,0,1,0,0,1,0,0
265.91,7,19,0,1,0,0,0,1,0
902.18,12,38,0,1,1,0,0,0,0
641.03,10,48,1,1,1,0,0,0,0
830.96,17,9,0,1,1,0,0,0,0
617.28,12,26,0,1,0,1,0,0,0
830.96,10,39,0,1,0,0,1,0,0
997.15,14,20,0,0,1,0,0,0,0
96.19,12,0,0,1,0,0,0,1,0
491.45,14,6,0,1,0,1,0,0,0
234.31,14,6,0,1,0,1,0,0,1
249.29,12,10,1,1,0,0,1,0,0
1056.51,12,40,0,1,0,0,0,1,0
735.99,16,10,0,0,0,0,0,1,0
830.96,14,7,0,1,0,0,1,0,0
77.78,8,52,0,0,0,1,0,0,1
1410.93,12,24,0,1,0,0,0,1,0
1543.21,16,8,0,1,0,0,0,1,0
676.64,16,14,0,0,0,0,1,0,0
498.58,16,42,0,1,1,0,0,0,0
484.14,12,21,0,1,1,0,0,0,0
1329.53,17,21,0,1,0,0,0,1,0
957.38,12,13,0,1,1,0,0,0,0
379.87,18,11,0,1,0,1,0,0,0
282.92,12,10,0,0,0,0,0,1,0
261.16,12,6,0,1,0,0,1,0,0
903.37,18,13,0,1,0,0,1,0,0
308.64,0,47,1,1,0,0,1,0,0
949.67,12,14,0,0,0,0,1,0,0
474.83,18,10,0,1,0,0,1,0,0
807.22,14,17,0,0,0,1,0,0,0
142.45,6,24,0,1,0,0,1,0,0
364.2,12,11,0,0,0,1,0,0,0
94.97,8,47,0,1,1,0,0,0,1
474.83,13,7,0,1,0,1,0,0,0
130.58,13,0,1,1,0,1,0,0,0
237.42,12,29,0,0,0,1,0,0,0
83.1,8,55,1,1,1,0,0,0,1
154.32,6,43,0,1,0,0,1,0,1
1780.63,18,23,0,1,1,0,0,0,0
473.87,12,31,0,0,0,1,0,0,0
52.23,14,0,1,1,0,0,1,0,1
1239.17,14,39,0,1,0,0,1,0,0
446.13,12,43,0,1,1,0,0,0,0
1175.78,18,28,0,1,1,0,0,0,0
919.36,9,33,0,1,1,0,0,0,0
66.14,12,0,0,1,0,1,0,0,1
1187.08,16,23,0,1,0,1,0,0,0
569.8,17,19,0,1,0,0,1,0,0
484.33,14,15,0,1,0,0,0,1,0
246.91,12,10,0,1,0,1,0,0,0
783.48,16,15,0,1,0,0,1,0,0
427.35,13,19,0,0,0,1,0,0,0
569.8,12,22,0,1,1,0,0,0,0
724.12,17,10,0,1,0,0,1,0,0
522.32,12,16,0,0,0,1,0,0,0
59.35,17,13,0,1,1,0,0,0,0
461.4,9,31,0,0,1,0,0,0,0
1092.12,12,25,1,1,0,1,0,0,0
284.9,9,15,0,1,0,0,0,1,0
356.13,16,2,0,1,0,0,1,0,0
830.96,14,9,1,1,0,0,1,0,0
712.25,17,4,0,0,0,0,0,1,0
474.83,16,18,0,0,1,0,0,0,0
308.64,12,3,0,0,0,0,1,0,0
308.64,12,9,1,0,0,0,1,0,0
569.8,12,8,0,1,1,0,0,0,0
569.8,9,43,0,0,1,0,0,0,0
1899.34,16,7,0,0,0,1,0,0,0
1566.95,18,24,0,0,0,0,0,1,0
67.34,13,37,0,1,0,0,1,0,0
498.48,12,26,1,1,1,0,0,0,0
296.3,18,10,0,1,0,0,0,1,1
92.59,12,8,1,1,0,1,0,0,0
284.9,12,3,0,1,1,0,0,0,0
300.66,10,3,0,0,0,0,1,0,0
448.72,12,7,0,0,0,0,0,1,0
754.75,12,21,0,1,0,1,0,0,0
1020.89,14,23,0,0,1,0,0,0,0
830.96,12,15,0,1,0,0,0,1,0
129.07,12,27,0,0,0,0,1,0,1
451.09,12,20,0,1,0,0,1,0,0
498.58,12,19,0,1,0,1,0,0,0
143.87,12,0,0,1,0,0,1,0,1
1424.5,16,26,0,1,0,0,0,1,0
593.54,12,5,0,1,0,1,0,0,0
641.03,12,14,0,1,0,0,1,0,0
5144.03,0,18,0,1,1,0,0,0,0
1068.38,12,7,0,1,0,1,0,0,0
830.96,11,39,0,1,0,0,1,0,0
232,14,1,0,0,0,0,0,1,0
697.7,12,12,0,1,0,0,0,1,0
252.53,12,27,0,1,1,0,0,0,0
277.78,8,28,0,1,0,0,1,0,1
546.06,12,12,0,1,1,0,0,0,0
740.74,8,38,0,1,0,0,1,0,0
795.35,8,44,0,1,1,0,0,0,0
401.23,11,26,1,0,0,0,1,0,0
602.23,15,7,0,1,0,0,0,1,0
543.21,12,11,1,1,0,0,1,0,0
522.32,16,16,0,1,0,0,1,0,0
681.43,12,28,0,1,0,1,0,0,0
749.03,16,29,0,1,0,0,0,1,0
830.96,14,10,0,1,1,0,0,0,0
424.79,12,22,0,0,0,0,0,1,0
613.3,12,12,0,1,0,1,0,0,0
427.35,11,32,0,1,0,0,1,0,0
421.56,12,9,0,1,0,0,1,0,0
759.73,16,11,1,1,0,0,1,0,0
79.37,11,1,0,1,0,0,0,1,1
198.05,12,4,0,1,0,1,0,0,0
569.8,12,18,1,1,0,0,1,0,0
458.55,14,11,0,1,0,0,1,0,1
449.64,12,41,0,1,0,0,1,0,0
472.59,12,25,0,0,0,0,1,0,0
629.15,12,10,0,0,0,1,0,0,0
641.03,12,8,0,0,0,0,0,1,0
181.62,11,3,0,1,0,0,0,1,0
759.73,12,19,0,1,1,0,0,0,0
874.49,12,19,0,0,0,1,0,0,0
617.28,12,10,0,1,0,0,1,0,0
508.07,18,3,0,1,0,0,1,0,0
395.06,0,42,0,1,0,0,1,0,0
228.3,16,10,0,1,0,0,0,1,0
536.77,10,14,0,1,0,1,0,0,0
474.83,15,5,0,1,0,0,1,0,0
830.96,12,7,0,1,1,0,0,0,0
403.61,12,11,0,1,1,0,0,0,0
902.18,12,42,0,1,0,0,1,0,0
1334.67,18,29,0,1,0,0,0,1,0
498.58,12,7,0,1,0,0,1,0,0
498.58,8,47,0,1,0,0,0,1,0
427.35,14,28,0,1,0,0,1,0,0
94.97,10,53,0,0,0,0,1,0,1
1266.22,12,42,0,1,0,1,0,0,0
1004.53,14,25,0,1,0,1,0,0,0
627.36,11,21,0,1,0,1,0,0,0
384.62,12,34,0,1,0,0,1,0,0
238.37,12,12,0,1,0,0,0,1,0
427.35,14,39,0,0,0,0,1,0,0
688.51,16,9,0,1,0,1,0,0,0
296.77,12,17,0,0,0,0,1,0,0
498.58,8,29,0,1,0,0,1,0,0
474.83,16,9,0,1,1,0,0,0,0
427.35,12,9,0,1,0,1,0,0,0
617.28,18,15,0,1,0,1,0,0,0
403.61,12,8,0,1,0,1,0,0,0
59.35,15,1,0,1,0,1,0,0,1
1234.57,16,24,0,1,0,0,1,0,0
676.64,14,24,0,1,0,0,1,0,0
937.32,17,21,0,0,0,0,1,0,0
338.32,13,9,0,0,1,0,0,0,0
2374.15,18,10,0,1,1,0,0,0,0
641.03,12,8,0,0,0,0,1,0,0
377.93,12,9,1,1,0,0,1,0,0
308.64,13,35,0,0,0,1,0,0,0
275.12,10,47,0,0,0,0,1,0,0
393.95,12,47,0,1,1,0,0,0,0
205.76,15,0,0,1,0,1,0,0,0
356.13,12,31,0,1,1,0,0,0,0
472.46,12,16,0,1,0,1,0,0,0
394.33,12,2,0,1,0,0,1,0,0
328.22,12,12,0,1,0,0,0,1,0
388.62,18,6,0,1,1,0,0,0,0
427.35,12,5,0,0,0,0,0,1,0
137.17,15,2,0,0,0,1,0,0,1
356.13,13,4,0,1,0,0,1,0,0
61.73,18,33,0,1,0,0,1,0,1
1068.38,18,16,0,1,0,0,1,0,0
261.16,12,4,0,1,0,0,0,1,0
466.62,14,26,1,1,0,0,1,0,0
427.35,18,36,0,1,1,0,0,0,0
593.54,16,6,0,1,0,0,1,0,0
807.22,16,47,0,1,0,1,0,0,0
925.93,12,27,0,0,0,0,0,1,0
759.73,14,25,0,1,1,0,0,0,0
211.64,12,22,0,1,0,0,1,0,0
86.42,18,35,0,1,0,0,0,1,1
123.46,18,-1,0,1,1,0,0,0,1
462.96,17,6,0,1,0,0,0,1,0
142.45,3,19,0,0,0,0,0,1,0
783.48,12,31,0,1,1,0,0,0,0
634.43,18,2,0,1,0,0,1,0,0
148.15,10,8,0,1,0,0,0,1,0
296.3,8,20,0,1,0,0,1,0,0
169.55,15,1,0,1,1,0,0,0,1
2374.15,18,7,0,1,0,1,0,0,0
439.22,8,26,0,1,0,0,1,0,0
200.62,12,0,0,1,0,0,1,0,0
284.9,13,0,0,1,0,0,1,0,1
166.19,13,0,0,1,0,0,0,1,1
332.38,11,30,0,0,0,1,0,0,0
712.25,12,11,0,1,0,0,0,1,0
712.25,12,29,0,1,1,0,0,0,0
593.54,12,19,1,0,0,0,1,0,0
735.99,14,19,0,1,0,0,0,1,0
332.38,4,54,1,1,0,0,1,0,0
403.61,12,7,0,1,0,1,0,0,0
356.13,12,13,0,1,0,0,1,0,0
759.73,12,40,0,0,0,0,1,0,0
394.11,12,10,0,0,0,1,0,0,0
467.71,18,22,0,1,0,0,1,0,0
669.52,16,6,0,1,1,0,0,0,0
617.28,15,-1,0,1,1,0,0,0,0
925.93,12,26,0,1,0,0,0,1,0
641.03,11,32,1,1,0,0,1,0,0
735.99,12,9,0,1,0,0,1,0,0
220.16,13,6,0,1,0,0,1,0,0
985.28,14,23,1,1,0,0,1,0,0
1068.38,18,37,0,1,0,1,0,0,0
546.06,15,10,0,1,0,0,0,1,0
189.93,12,1,0,1,1,0,0,0,0
1139.6,18,12,0,1,0,0,1,0,0
664.77,13,7,0,1,0,0,1,0,0
1120.09,12,18,0,1,0,1,0,0,0
308.64,16,5,0,1,0,0,0,1,0
759.73,12,12,0,1,0,1,0,0,0
74.07,12,0,0,1,1,0,0,0,0
474.83,12,33,0,1,0,0,0,1,0
427.35,12,16,0,0,0,0,0,1,0
1424.5,16,29,0,1,0,0,0,1,0
2362.44,16,17,0,1,0,0,1,0,0
641.03,12,9,0,1,0,0,1,0,0
254.51,13,6,0,0,0,1,0,0,0
503.91,7,44,1,1,0,0,1,0,0
407.17,16,10,1,1,0,1,0,0,0
522.32,15,4,0,1,0,0,0,1,1
356.13,12,10,0,1,0,0,1,0,0
1187.08,18,19,0,0,0,0,1,0,0
308.64,13,1,0,0,0,0,1,0,0
259.26,12,2,0,1,0,0,1,0,1
277.78,16,5,0,0,0,0,0,1,0
740.74,12,21,0,1,0,0,1,0,0
641.03,16,14,0,1,1,0,0,0,0
474.83,16,4,0,1,1,0,0,0,0
1139.6,12,25,0,1,0,1,0,0,0
437.24,17,5,0,1,1,0,0,0,0
191.36,9,7,0,0,0,0,1,0,0
712.25,12,32,1,1,0,0,1,0,0
105.62,12,11,0,0,0,0,1,0,1
705.13,13,21,0,1,0,1,0,0,0
1137.1,16,30,0,1,1,0,0,0,0
747.86,13,4,0,1,0,0,1,0,0
284.9,14,11,0,1,0,0,0,1,0
830.96,12,43,0,1,1,0,0,0,0
493.83,16,18,0,1,0,1,0,0,0
474.83,12,8,1,0,0,0,1,0,0
271.6,15,-1,0,1,0,0,1,0,1
569.8,13,0,0,1,1,0,0,0,0
439.22,18,26,0,1,0,1,0,0,0
641.03,14,17,0,1,1,0,0,0,0
197.53,11,1,0,1,1,0,0,0,0
166.19,10,3,0,1,0,0,0,1,0
1234.57,18,32,0,1,1,0,0,0,0
617.28,10,47,0,1,0,0,1,0,0
612.54,16,19,0,1,0,0,0,1,0
940.74,12,33,0,1,0,0,0,1,0
2374.15,16,13,0,1,0,0,0,1,0
154.32,14,11,0,1,0,0,0,1,0
1115.86,15,16,0,0,0,0,0,1,0
475.02,12,7,0,1,0,1,0,0,0
1234.57,12,26,0,1,1,0,0,0,0
2207.98,16,15,0,1,0,1,0,0,0
237.42,16,0,1,0,0,0,1,0,1
189.93,13,2,0,1,0,0,0,1,0
246.91,15,-1,0,1,0,0,1,0,1
380.62,18,7,0,1,0,0,0,1,0
546.06,14,6,0,1,0,1,0,0,0
807.22,18,18,0,1,0,1,0,0,0
830.96,12,7,0,1,1,0,0,0,0
315.76,12,20,0,1,0,0,1,0,0
617.28,11,38,0,1,1,0,0,0,0
237.42,12,38,1,1,0,0,1,0,0
641.03,12,19,0,1,0,1,0,0,0
324.79,9,16,0,1,0,0,1,0,0
524.69,14,5,0,0,0,0,0,1,0
878.44,18,13,0,1,0,0,0,1,0
1068.38,18,13,0,1,1,0,0,0,0
636.28,12,23,0,1,0,0,0,1,0
296.3,15,41,0,1,0,0,0,1,1
98.77,4,52,0,1,0,0,1,0,1
1092.12,18,21,0,1,0,0,0,1,0
73.6,16,34,0,1,1,0,0,0,0
246.91,11,17,0,0,0,1,0,0,1
197.17,3,25,0,1,0,0,0,1,0
593.54,11,13,0,1,1,0,0,0,0
522.32,18,11,0,1,0,0,1,0,0
788.75,16,26,0,0,0,0,1,0,0
522.32,11,46,0,1,1,0,0,0,0
522.32,12,17,0,1,1,0,0,0,0
284.9,12,16,1,0,0,0,1,0,0
284.9,10,9,0,0,0,0,0,1,0
641.03,12,30,0,0,0,0,1,0,0
416.84,12,20,0,1,0,0,1,0,0
71.23,14,-1,0,0,0,0,0,1,1
617.28,12,1,0,1,0,0,1,0,0
415.48,14,13,0,0,0,0,1,0,0
1305.79,18,13,0,1,0,0,1,0,0
617.28,16,18,0,0,0,0,1,0,0
308.64,11,20,0,0,0,1,0,0,1
617.28,12,47,0,0,0,0,1,0,0
284.9,8,51,0,1,1,0,0,0,0
327.52,14,5,0,0,0,0,1,0,0
688.51,12,37,1,1,0,1,0,0,0
1020.89,16,25,0,1,1,0,0,0,0
593.54,12,23,0,0,1,0,0,0,0
341.88,12,25,0,0,1,0,0,0,0
474.83,15,7,0,1,0,0,0,1,0
902.18,18,12,0,1,0,0,1,0,0
902.18,14,12,0,0,0,0,0,1,0
617.28,14,8,0,1,0,0,0,1,0
728.87,18,17,0,0,0,1,0,0,0
144.44,15,0,0,1,1,0,0,0,1
676.64,16,5,0,1,0,1,0,0,0
391.74,16,11,0,0,0,0,0,1,0
